Country,Year,Index_ponderado.sum
ARGENTINA,2007,0.653345917041815
ARGENTINA,2011,0.437992290953699
ARGENTINA,2015,0.714933502259249
ARGENTINA,2019,0.794227918581998
BOLIVIA,2005,0.554989018778958
BOLIVIA,2009,0.62293829780479
BOLIVIA,2014,0.417682018159569
BOLIVIA,2019,0.00083807218671515
BOLIVIA,2020,0.51602857911625
BRASIL,2006,0.547193526745179
BRASIL,2010,0.905390768073236
BRASIL,2014,0.950598511827417
BRASIL,2018,0.847457401100539
BRASIL,2022,1.53216349295707
CHILE,2005,0.485445877487263
CHILE,2009,0.617850972008782
CHILE,2013,0.469223197948909
CHILE,2017,0.0621351235129884
CHILE,2021,0.444117992383377
COLOMBIA,2006,0.454024048496954
COLOMBIA,2010,0.492163446005224
COLOMBIA,2014,0.55614836688114
COLOMBIA,2018,0.637271508018369
COLOMBIA,2022,0.804091619237226
COSTA RICA,2006,0.568737691678069
COSTA RICA,2010,0.493896664615096
COSTA RICA,2014,0.349450102439068
COSTA RICA,2018,0.537412834319405
COSTA RICA,2022,0.388775624871957
ECUADOR,2006,0.633295211975112
ECUADOR,2009,0.944796888084901
ECUADOR,2013,0.840593300845045
ECUADOR,2017,0.731710603700186
ECUADOR,2021,0.594057734340163
EL SALVADOR,2004,0.303276045954046
EL SALVADOR,2009,0.548605928945409
EL SALVADOR,2014,0.52868316238883
EL SALVADOR,2019,0.512820412063768
GUATEMALA,2007,0.5110527387314
GUATEMALA,2011,0.924093056715375
GUATEMALA,2015,0.536152105373071
GUATEMALA,2019,0.538192388623438
HONDURAS,2005,0.479359592131614
HONDURAS,2009,0.470842492755831
HONDURAS,2013,0.426570271421043
HONDURAS,2017,0.394322366725486
HONDURAS,2021,0.457280968510188
MEXICO,2006,0.655922386332345
MEXICO,2012,0.544666827300885
MEXICO,2018,0.739357702214996
NICARAGUA,2006,0.640366310749528
NICARAGUA,2011,0.379892184654646
NICARAGUA,2016,0.501626737915963
NICARAGUA,2021,0.535472925373107
PANAMA,2004,0.819330271383316
PANAMA,2009,0.701359808108108
PANAMA,2014,0.703079834433863
PANAMA,2019,0.400290287138396
PARAGUAY,2008,0.83273980499611
PARAGUAY,2013,0.602976808644542
PARAGUAY,2018,0.478300127506533
PERU,2006,0.581972421033834
PERU,2011,0.596736226814225
PERU,2016,0.531460697665722
PERU,2021,0.618136632835127
REPÚBLICA DOMINICANA,2004,0.566104018344156
REPÚBLICA DOMINICANA,2008,0.496020217106184
REPÚBLICA DOMINICANA,2012,0.296449347243739
REPÚBLICA DOMINICANA,2016,0.00302300777347954
REPÚBLICA DOMINICANA,2020,0.322745014205264
URUGUAY,2004,0.438086639797021
URUGUAY,2009,0.384217884468188
URUGUAY,2014,0.288704508555721
URUGUAY,2019,0.261815763919953
VENEZUELA,2006,0.944373315231745
VENEZUELA,2012,0
VENEZUELA,2013,0.69899612164176
VENEZUELA,2018,0.800763445864529
